clean,corrupted,correct_idx,template_label
The project lasted from the year 1222 to the year 12,The project lasted from the year 1201 to the year 12,22,2
The progress lasted from the year 1565 to the year 15,The progress lasted from the year 1501 to the year 15,65,6
The rise lasted from the year 1625 to the year 16,The rise lasted from the year 1601 to the year 16,25,2
The growth lasted from the year 1204 to the year 12,The growth lasted from the year 1201 to the year 12,4,0
The marriage lasted from the year 1414 to the year 14,The marriage lasted from the year 1401 to the year 14,14,1
The fall lasted from the year 1798 to the year 17,The fall lasted from the year 1701 to the year 17,98,9
The order lasted from the year 1674 to the year 16,The order lasted from the year 1601 to the year 16,74,7
The rise lasted from the year 1244 to the year 12,The rise lasted from the year 1201 to the year 12,44,4
The attack lasted from the year 1181 to the year 11,The attack lasted from the year 1101 to the year 11,81,8
The contact lasted from the year 1445 to the year 14,The contact lasted from the year 1401 to the year 14,45,4
The testing lasted from the year 1253 to the year 12,The testing lasted from the year 1201 to the year 12,53,5
The plan lasted from the year 1676 to the year 16,The plan lasted from the year 1601 to the year 16,76,7
The process lasted from the year 1378 to the year 13,The process lasted from the year 1301 to the year 13,78,7
The development lasted from the year 1346 to the year 13,The development lasted from the year 1301 to the year 13,46,4
The trip lasted from the year 1542 to the year 15,The trip lasted from the year 1501 to the year 15,42,4
The contract lasted from the year 1746 to the year 17,The contract lasted from the year 1701 to the year 17,46,4
The rule lasted from the year 1134 to the year 11,The rule lasted from the year 1101 to the year 11,34,3
The project lasted from the year 1713 to the year 17,The project lasted from the year 1701 to the year 17,13,1
The plan lasted from the year 1782 to the year 17,The plan lasted from the year 1701 to the year 17,82,8
The operation lasted from the year 1387 to the year 13,The operation lasted from the year 1301 to the year 13,87,8
The practice lasted from the year 1769 to the year 17,The practice lasted from the year 1701 to the year 17,69,6
The growth lasted from the year 1258 to the year 12,The growth lasted from the year 1201 to the year 12,58,5
The employment lasted from the year 1704 to the year 17,The employment lasted from the year 1701 to the year 17,4,0
The test lasted from the year 1170 to the year 11,The test lasted from the year 1101 to the year 11,70,7
The contact lasted from the year 1110 to the year 11,The contact lasted from the year 1101 to the year 11,10,1
The rule lasted from the year 1755 to the year 17,The rule lasted from the year 1701 to the year 17,55,5
The existence lasted from the year 1131 to the year 11,The existence lasted from the year 1101 to the year 11,31,3
The order lasted from the year 1451 to the year 14,The order lasted from the year 1401 to the year 14,51,5
The tests lasted from the year 1250 to the year 12,The tests lasted from the year 1201 to the year 12,50,5
The program lasted from the year 1183 to the year 11,The program lasted from the year 1101 to the year 11,83,8
The contact lasted from the year 1445 to the year 14,The contact lasted from the year 1401 to the year 14,45,4
The tests lasted from the year 1133 to the year 11,The tests lasted from the year 1101 to the year 11,33,3
The riot lasted from the year 1592 to the year 15,The riot lasted from the year 1501 to the year 15,92,9
The testing lasted from the year 1445 to the year 14,The testing lasted from the year 1401 to the year 14,45,4
The operation lasted from the year 1315 to the year 13,The operation lasted from the year 1301 to the year 13,15,1
The rule lasted from the year 1318 to the year 13,The rule lasted from the year 1301 to the year 13,18,1
The case lasted from the year 1318 to the year 13,The case lasted from the year 1301 to the year 13,18,1
The growth lasted from the year 1352 to the year 13,The growth lasted from the year 1301 to the year 13,52,5
The testing lasted from the year 1281 to the year 12,The testing lasted from the year 1201 to the year 12,81,8
The plan lasted from the year 1672 to the year 16,The plan lasted from the year 1601 to the year 16,72,7
The process lasted from the year 1169 to the year 11,The process lasted from the year 1101 to the year 11,69,6
The trial lasted from the year 1555 to the year 15,The trial lasted from the year 1501 to the year 15,55,5
The case lasted from the year 1207 to the year 12,The case lasted from the year 1201 to the year 12,7,0
The process lasted from the year 1410 to the year 14,The process lasted from the year 1401 to the year 14,10,1
The rule lasted from the year 1136 to the year 11,The rule lasted from the year 1101 to the year 11,36,3
The project lasted from the year 1435 to the year 14,The project lasted from the year 1401 to the year 14,35,3
The quest lasted from the year 1594 to the year 15,The quest lasted from the year 1501 to the year 15,94,9
The contact lasted from the year 1209 to the year 12,The contact lasted from the year 1201 to the year 12,9,0
The deal lasted from the year 1594 to the year 15,The deal lasted from the year 1501 to the year 15,94,9
The process lasted from the year 1534 to the year 15,The process lasted from the year 1501 to the year 15,34,3
The deal lasted from the year 1360 to the year 13,The deal lasted from the year 1301 to the year 13,60,6
The practice lasted from the year 1678 to the year 16,The practice lasted from the year 1601 to the year 16,78,7
The development lasted from the year 1178 to the year 11,The development lasted from the year 1101 to the year 11,78,7
The rise lasted from the year 1742 to the year 17,The rise lasted from the year 1701 to the year 17,42,4
The program lasted from the year 1554 to the year 15,The program lasted from the year 1501 to the year 15,54,5
The order lasted from the year 1244 to the year 12,The order lasted from the year 1201 to the year 12,44,4
The project lasted from the year 1794 to the year 17,The project lasted from the year 1701 to the year 17,94,9
The quest lasted from the year 1449 to the year 14,The quest lasted from the year 1401 to the year 14,49,4
The deal lasted from the year 1604 to the year 16,The deal lasted from the year 1601 to the year 16,4,0
The deal lasted from the year 1514 to the year 15,The deal lasted from the year 1501 to the year 15,14,1
The growth lasted from the year 1645 to the year 16,The growth lasted from the year 1601 to the year 16,45,4
The impact lasted from the year 1413 to the year 14,The impact lasted from the year 1401 to the year 14,13,1
The contact lasted from the year 1259 to the year 12,The contact lasted from the year 1201 to the year 12,59,5
The testing lasted from the year 1572 to the year 15,The testing lasted from the year 1501 to the year 15,72,7
The project lasted from the year 1425 to the year 14,The project lasted from the year 1401 to the year 14,25,2
The effect lasted from the year 1525 to the year 15,The effect lasted from the year 1501 to the year 15,25,2
The test lasted from the year 1434 to the year 14,The test lasted from the year 1401 to the year 14,34,3
The riot lasted from the year 1347 to the year 13,The riot lasted from the year 1301 to the year 13,47,4
The development lasted from the year 1361 to the year 13,The development lasted from the year 1301 to the year 13,61,6
The contract lasted from the year 1382 to the year 13,The contract lasted from the year 1301 to the year 13,82,8
The development lasted from the year 1540 to the year 15,The development lasted from the year 1501 to the year 15,40,4
The work lasted from the year 1360 to the year 13,The work lasted from the year 1301 to the year 13,60,6
The plan lasted from the year 1247 to the year 12,The plan lasted from the year 1201 to the year 12,47,4
The process lasted from the year 1652 to the year 16,The process lasted from the year 1601 to the year 16,52,5
The rise lasted from the year 1417 to the year 14,The rise lasted from the year 1401 to the year 14,17,1
The progress lasted from the year 1340 to the year 13,The progress lasted from the year 1301 to the year 13,40,4
The plan lasted from the year 1470 to the year 14,The plan lasted from the year 1401 to the year 14,70,7
