clean,corrupted,correct_answer,correct_idx,incorrect_answer,incorrect_idx,template_idx,template_text,template_label,variant_idx,quote_style
"if degree not in range(3, span-1):
    print('Degree should be in the range [3, span-1]","if degree not in range(3, span-1):
    print(""Degree should be in the range [3, span-1]",'),956,""")",1644,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_s,20,single
    run_code = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    run_code = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,30,single
"for vertex in row_data:
    for item in vertex:
        if(item == ()):
            print('No item at the current iteration","for vertex in row_data:
    for item in vertex:
        if(item == ()):
            print(""No item at the current iteration",'),956,""")",1644,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_s,10,single
"raise ValueError(""Corrupted encoded data",raise ValueError('Corrupted encoded data,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,30,double
"for answer in route_set:
    if len(answer) == 0:
        print(""invalid","for answer in route_set:
    if len(answer) == 0:
        print('invalid",""")",1644,'),956,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_d,15,double
    export_stamp = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    export_stamp = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,6,single
"print(""Prompt Query 2.",print('Prompt Query 2.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,29,double
"if degree not in range(3, tries-1):
    print(""Degree should be in the range [3, tries-1]","if degree not in range(3, tries-1):
    print('Degree should be in the range [3, tries-1]",""")",1644,'),956,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_d,37,double
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    checks.append(""Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    checks.append('Invalid Input",""")",1644,'),956,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_d,11,double
"clear_grid(""board_file.txt",clear_grid('board_file.txt,""")",1644,'),956,7,[FUNC_NAME]('[FILE_NAME],function_call_d,2,double
"def main():
    mesh = gt.tx_graph()
    mesh.read_data(""route_data.csv","def main():
    mesh = gt.tx_graph()
    mesh.read_data('route_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,35,double
              print('no more empty ranges,"              print(""no more empty ranges",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,34,single
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    samples.append(""Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    samples.append('Invalid Input",""")",1644,'),956,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_d,20,double
"def main():
    tree = gt.tx_graph()
    tree.read_data(""bigger_data.csv","def main():
    tree = gt.tx_graph()
    tree.read_data('bigger_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,20,double
"    clock_stamp = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    clock_stamp = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,9,double
"def convert_to_set(interval):
    start, finish = interval.split(""-","def convert_to_set(interval):
    start, finish = interval.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,35,double
"if degree not in range(3, files-1):
    print(""Degree should be in the range [3, files-1]","if degree not in range(3, files-1):
    print('Degree should be in the range [3, files-1]",""")",1644,'),956,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_d,17,double
"if job_blocked:
    print(""There is no topological sort, the graph has a cycle","if job_blocked:
    print('There is no topological sort, the graph has a cycle",""")",1644,'),956,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_d,34,double
  print('Steps from pivot.,"  print(""Steps from pivot.",'),956,""")",1644,1,  print('[PRINT_TEXT],print_stmt_1_s,36,single
"print(""Result Case 3.",print('Result Case 3.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,17,double
"if reset_needed:
    print(""There is no topological sort, the graph has a cycle","if reset_needed:
    print('There is no topological sort, the graph has a cycle",""")",1644,'),956,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_d,15,double
  print('Distance from anchor.,"  print(""Distance from anchor.",'),956,""")",1644,1,  print('[PRINT_TEXT],print_stmt_1_s,7,single
"if queue_stalled:
    print('There is no topological sort, the graph has a cycle","if queue_stalled:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,29,single
"print(""Check Case 3.",print('Check Case 3.,""")",1644,'),956,3,print('[QUESTION_TEXT],print_stmt_3_d,37,double
"for candidate in solution_set:
    if len(candidate) == 0:
        print(""invalid","for candidate in solution_set:
    if len(candidate) == 0:
        print('invalid",""")",1644,'),956,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_d,20,double
"    log_token = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    log_token = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,21,double
"for vertex in row_data:
    for item in vertex:
        if(item == ()):
            print(""No item at the current iteration","for vertex in row_data:
    for item in vertex:
        if(item == ()):
            print('No item at the current iteration",""")",1644,'),956,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_d,10,double
"for vertex in route_data:
    for item in vertex:
        if(item == ()):
            print('No item at the current iteration","for vertex in route_data:
    for item in vertex:
        if(item == ()):
            print(""No item at the current iteration",'),956,""")",1644,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_s,26,single
              print('no more queued points,"              print(""no more queued points",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,39,single
print('Check Case 2.,"print(""Check Case 2.",'),956,""")",1644,3,print('[QUESTION_TEXT],print_stmt_3_s,36,single
"def main():
    graph = gt.tx_graph()
    graph.read_data('route_data.csv","def main():
    graph = gt.tx_graph()
    graph.read_data(""route_data.csv",'),956,""")",1644,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_s,5,single
"project = Project(""Project D",project = Project('Project D,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,3,double
"         if alt < costs.get(vertex, float(""inf","         if alt < costs.get(vertex, float('inf",""")",1644,'),956,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_d,9,double
print('Balanced Module Usage.,"print(""Balanced Module Usage.",'),956,""")",1644,2,print('[USAGE_TEXT],print_stmt_2_s,16,single
"def convert_to_set(segment):
    lower, right = segment.split(""-","def convert_to_set(segment):
    lower, right = segment.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,25,double
"raise ValueError(""Corrupted input payload",raise ValueError('Corrupted input payload,""")",1644,'),956,6,raise ValueError('[ERROR_TEXT],raise_error_d,32,double
"def convert_to_set(activity):
    start, right = activity.split(""-","def convert_to_set(activity):
    start, right = activity.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,1,double
clear_board('layout_file.txt,"clear_board(""layout_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,14,single
"    trace_code = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    trace_code = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,37,double
"for solution in result_queue:
    if len(solution) == 0:
        print(""invalid","for solution in result_queue:
    if len(solution) == 0:
        print('invalid",""")",1644,'),956,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_d,4,double
"if cycle_pending:
    print('There is no topological sort, the graph has a cycle","if cycle_pending:
    print(""There is no topological sort, the graph has a cycle",'),956,""")",1644,0,"if [COND]:
    print('There is no topological sort, the graph has a cycle",if_clause_1_s,37,single
"for vertex in node_data:
    for item in vertex:
        if(item == ()):
            print('No item at the current iteration","for vertex in node_data:
    for item in vertex:
        if(item == ()):
            print(""No item at the current iteration",'),956,""")",1644,14,"for [OUTER_ITEM] in [OUTER_SET]:
    for [INNER_ITEM] in [OUTER_ITEM]:
        if([INNER_ITEM] == ()):
            print('No [INNER_ITEM] at the current iteration",nested_loop_s,6,single
"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    rows.append(""Invalid Input","if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    rows.append('Invalid Input",""")",1644,'),956,9,"if D < 1 or D > 31 or H < 0 or H > 24 or M < 0 or M > 60:
    [RESULT_LIST].append('Invalid Input",append_call_d,18,double
"              print(""no more open items",              print('no more open items,""")",1644,'),956,12,              print('[STATUS_TEXT],print_stmt_4_d,13,double
"         if alt < best_cost.get(v, float(""inf","         if alt < best_cost.get(v, float('inf",""")",1644,'),956,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_d,15,double
"         if alt < best_cost.get(node, float('inf","         if alt < best_cost.get(node, float(""inf",'),956,""")",1644,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_s,16,single
"def main():
    mesh = gt.tx_graph()
    mesh.read_data(""network_data.csv","def main():
    mesh = gt.tx_graph()
    mesh.read_data('network_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,32,double
"         if alt < path_map.get(target, float('inf","         if alt < path_map.get(target, float(""inf",'),956,""")",1644,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_s,27,single
    build_code = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    build_code = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,32,single
"for solution in solution_set:
    if len(solution) == 0:
        print(""invalid","for solution in solution_set:
    if len(solution) == 0:
        print('invalid",""")",1644,'),956,11,"for [ITEM_VAR] in [ITEM_SET]:
    if len([ITEM_VAR]) == 0:
        print('invalid",for_loop_d,0,double
project = Project('Project A,"project = Project(""Project A",'),956,""")",1644,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_s,0,single
    sync_code = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    sync_code = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,38,single
"pipeline = Project(""Project I",pipeline = Project('Project I,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,28,double
"clear_canvas(""panel_file.txt",clear_canvas('panel_file.txt,""")",1644,'),956,7,[FUNC_NAME]('[FILE_NAME],function_call_d,23,double
  print('Steps from source.,"  print(""Steps from source.",'),956,""")",1644,1,  print('[PRINT_TEXT],print_stmt_1_s,31,single
"def convert_to_set(segment):
    begin, finish = segment.split(""-","def convert_to_set(segment):
    begin, finish = segment.split('-",""")",1644,'),956,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_d,31,double
clear_canvas('screen_file.txt,"clear_canvas(""screen_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,28,single
"pipeline = Project(""Project J",pipeline = Project('Project J,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,29,double
    run_stamp = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,"    run_stamp = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",'),956,""")",1644,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_s,1,single
"    save_stamp = datetime.datetime.now().strftime(""%Y%m%d_%H%M%S",    save_stamp = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,""")",1644,'),956,4,    [TIME_VAR] = datetime.datetime.now().strftime('%Y%m%d_%H%M%S,strftime_call_d,4,double
              print('no more stale snapshots,"              print(""no more stale snapshots",'),956,""")",1644,12,              print('[STATUS_TEXT],print_stmt_4_s,35,single
"         if alt < route_map.get(neighbor, float(""inf","         if alt < route_map.get(neighbor, float('inf",""")",1644,'),956,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_d,33,double
clear_layout('panel_file.txt,"clear_layout(""panel_file.txt",'),956,""")",1644,7,[FUNC_NAME]('[FILE_NAME],function_call_s,33,single
"         if alt < path_map.get(vertex, float('inf","         if alt < path_map.get(vertex, float(""inf",'),956,""")",1644,10,"         if [ALT_VAR] < [DIST_VAR].get([NODE_VAR], float('inf",if_clause_3_s,29,single
"package = Project(""Project I",package = Project('Project I,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,38,double
"if degree not in range(3, slots-1):
    print('Degree should be in the range [3, slots-1]","if degree not in range(3, slots-1):
    print(""Degree should be in the range [3, slots-1]",'),956,""")",1644,8,"if degree not in range(3, [LIMIT_VAR]-1):
    print('Degree should be in the range [3, [LIMIT_VAR]-1]",if_clause_2_s,16,single
"def main():
    network = gt.tx_graph()
    network.read_data(""input_data.csv","def main():
    network = gt.tx_graph()
    network.read_data('input_data.csv",""")",1644,'),956,13,"def main():
    [GRAPH_VAR] = gt.tx_graph()
    [GRAPH_VAR].read_data('[GRAPH_FILE]",method_call_d,18,double
"print(""Optimized Thread Usage.",print('Optimized Thread Usage.,""")",1644,'),956,2,print('[USAGE_TEXT],print_stmt_2_d,5,double
"pipeline = Project(""Project F",pipeline = Project('Project F,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,25,double
"package = Project(""Project A",package = Project('Project A,""")",1644,'),956,5,[OBJECT_VAR] = Project('[PROJECT_NAME],constructor_call_d,30,double
"def convert_to_set(activity):
    start, upper = activity.split('-","def convert_to_set(activity):
    start, upper = activity.split(""-",'),956,""")",1644,15,"def [FUNC_NAME]([ARG_VAR]):
    [LEFT_VAR], [RIGHT_VAR] = [ARG_VAR].split('-",string_split_s,2,single
