clean,corrupted,colon_newline,template_idx,template_text,template_label,variant_idx,branch_style
"if root_id not in family_stats:
    family_stats[root_id] = (area, unit_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (area, unit_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,7,elif
"if (nums <= 24):
    return rank_nodes(value, total)
else","if (nums <= 24):
    return rank_nodes(value, total)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,14,else
"if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = lead_dir
else","if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = lead_dir
elif",1,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_else,19,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, route)
    elif","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], tag, route)
    else",0,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_elif,26,elif
"if isl_constraint.is_equality():
    return check_expr == -coefs['1']
else","if isl_constraint.is_equality():
    return check_expr == -coefs['1']
elif",1,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_else,37,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, cursor)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], label, cursor)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,12,else
"if eval(problem) == target:
    print(""ok"")
else","if eval(problem) == target:
    print(""ok"")
elif",1,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_else,15,else
"if match:
    note = match
    return match
elif","if match:
    note = match
    return match
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,39,elif
"if arr[y][col] == blank_cell:
    arr[y][col] = 1
else","if arr[y][col] == blank_cell:
    arr[y][col] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,7,else
"if room_num:
    set_parameter(board_instance, field_param, unit_name + ' - ' + room_num)
else","if room_num:
    set_parameter(board_instance, field_param, unit_name + ' - ' + room_num)
elif",1,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_else,17,else
"if strategy == 'bfs':
    return bfs(start, visited, done_test, next_nodes)
elif strategy == 'dfs':
    return dfs(start, visited, done_test, next_nodes)
elif","if strategy == 'bfs':
    return bfs(start, visited, done_test, next_nodes)
elif strategy == 'dfs':
    return dfs(start, visited, done_test, next_nodes)
else",0,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_elif,22,elif
"if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{term}"")
else","if random.random() < 0.5:
    constraint_list.append(f""ML,{mate},{term}"")
elif",1,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_else,39,else
"if time > last_train_time:
    launch_time = last_train_time + 1
else","if time > last_train_time:
    launch_time = last_train_time + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,3,else
"if data[index] < value:
    result = index
    min_idx = index + 1
elif","if data[index] < value:
    result = index
    min_idx = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,4,elif
"if data[index] < value:
    best_idx = index
    min_idx = index + 1
else","if data[index] < value:
    best_idx = index
    min_idx = index + 1
elif",1,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_else,12,else
"if (count <= 24):
    return gianlyung(nums, value)
else","if (count <= 24):
    return gianlyung(nums, value)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,35,else
"if end is None:
    goal = (row_count-1, grid_cols-1)
elif","if end is None:
    goal = (row_count-1, grid_cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,13,elif
"if label_counts[node.topic] >= target_size:
    retry_nodes.append(node)
else","if label_counts[node.topic] >= target_size:
    retry_nodes.append(node)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,24,else
"if random.random() < 0.5:
    constraint_list.append(f""ML,{neighbor},{node}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{neighbor},{node}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,27,elif
"if (nums <= 30):
    return reduce_score(total, value)
else","if (nums <= 30):
    return reduce_score(total, value)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,17,else
"if arr[y][col] == self.C[0]:
    arr[y][col] = 1
elif","if arr[y][col] == self.C[0]:
    arr[y][col] = 1
else",0,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_elif,5,elif
"if end is None:
    finish = (self.num_rows-1, maze_cols-1)
elif","if end is None:
    finish = (self.num_rows-1, maze_cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,29,elif
"if arr[y][x] == blank_cell:
    arr[y][x] = 1
else","if arr[y][x] == blank_cell:
    arr[y][x] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,2,else
"if eval(problem) == reply:
    print(""clear"")
else","if eval(problem) == reply:
    print(""clear"")
elif",1,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_else,14,else
"if isl_constraint.is_equality():
    return check_expr == -terms['1']
else","if isl_constraint.is_equality():
    return check_expr == -terms['1']
elif",1,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_else,35,else
"if label_counts[entry.topic] >= target_size:
    extra_nodes.append(entry)
else","if label_counts[entry.topic] >= target_size:
    extra_nodes.append(entry)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,34,else
"if end is None:
    finish = (self.num_rows-1, cols-1)
else","if end is None:
    finish = (self.num_rows-1, cols-1)
elif",1,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_else,26,else
"if (nums <= 32):
    return gianlyung(nums, value)
else","if (nums <= 32):
    return gianlyung(nums, value)
elif",1,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_else,20,else
"if time > last_time:
    entry_time = last_time + 1
else","if time > last_time:
    entry_time = last_time + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,30,else
"if random.random() < 0.5:
    constraint_list.append(f""ML,{other},{value}"")
else","if random.random() < 0.5:
    constraint_list.append(f""ML,{other},{value}"")
elif",1,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_else,10,else
"if isl_constraint.is_equality():
    return constraint_sum == -sizes['1']
elif","if isl_constraint.is_equality():
    return constraint_sum == -sizes['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,30,elif
"if room_num:
    set_parameter(board_instance, room_param, space_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, room_param, space_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,15,elif
"if time > last_train_time:
    entry_time = last_train_time + 1
else","if time > last_train_time:
    entry_time = last_train_time + 1
elif",1,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_else,6,else
"if program_dir == 0:
    program_dir = prev_dir
elif program_dir == 1:
    program_dir = upstream
elif","if program_dir == 0:
    program_dir = prev_dir
elif program_dir == 1:
    program_dir = upstream
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,29,elif
"if (count <= 24):
    return reduce_score(total, value)
elif","if (count <= 24):
    return reduce_score(total, value)
else",0,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_elif,37,elif
"if character in string:
    lhs, tail = string.split(character, 1)
elif","if character in string:
    lhs, tail = string.split(character, 1)
else",0,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_elif,11,elif
"if root_id not in family_stats:
    family_stats[root_id] = (area, group_count)
elif","if root_id not in family_stats:
    family_stats[root_id] = (area, group_count)
else",0,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_elif,2,elif
"if arr[y][w] == self.C[0]:
    arr[y][w] = 1
elif","if arr[y][w] == self.C[0]:
    arr[y][w] = 1
else",0,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_elif,35,elif
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, route)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, route)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,34,else
"if character in string:
    prefix, back = string.split(character, 1)
elif","if character in string:
    prefix, back = string.split(character, 1)
else",0,9,"if [CHAR_VAR] in [STRING_VAR]:
    [LEFT_VAR], [RIGHT_VAR] = [STRING_VAR].split([CHAR_VAR], 1)
else",string_align_elif,20,elif
"if arr[y][ix] == self.C[0]:
    arr[y][ix] = 1
elif","if arr[y][ix] == self.C[0]:
    arr[y][ix] = 1
else",0,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_elif,20,elif
"if time > last_seen:
    begin_at = last_seen + 1
elif","if time > last_seen:
    begin_at = last_seen + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,9,elif
"if end is None:
    finish = (row_count-1, self.num_cols-1)
elif","if end is None:
    finish = (row_count-1, self.num_cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,35,elif
"if (nums <= 30):
    return reduce_score(total, value)
elif","if (nums <= 30):
    return reduce_score(total, value)
else",0,8,"if ([NUM_VAR] <= [LIMIT]):
    return [FUNC_CALL]
else",inline_threshold_elif,17,elif
"if match:
    buffer = match
    return match
elif","if match:
    buffer = match
    return match
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,34,elif
"if eval(problem) == check:
    print(""match"")
else","if eval(problem) == check:
    print(""match"")
elif",1,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_else,36,else
"if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = right_turn
elif","if program_dir == 0:
    program_dir = back_dir
elif program_dir == 1:
    program_dir = right_turn
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,17,elif
"if value:
    note = value
    return value
elif","if value:
    note = value
    return value
else",0,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_elif,15,elif
"if eval(problem) == guess:
    print(""success"")
else","if eval(problem) == guess:
    print(""success"")
elif",1,1,"if eval([PROBLEM_VAR]) == [ANSWER_VAR]:
    print([SUCCESS_MSG])
else",answer_check_else,7,else
"if status:
    memo = status
    return status
else","if status:
    memo = status
    return status
elif",1,0,"if [RESULT_VAR]:
    [CACHE_VAR] = [RESULT_VAR]
    return [RESULT_VAR]
else",return_result_else,29,else
"if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = upstream
elif","if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = upstream
else",0,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_elif,37,elif
"if room_num:
    set_parameter(board_instance, field_param, zone_name + ' - ' + room_num)
elif","if room_num:
    set_parameter(board_instance, field_param, zone_name + ' - ' + room_num)
else",0,11,"if [ROOM_VAR]:
    set_parameter([BOARD_VAR], [PARAM_VAR], [ROOM_NAME] + ' - ' + [ROOM_VAR])
else",truthy_call_elif,20,elif
"if time > prev_time:
    queue_time = prev_time + 1
elif","if time > prev_time:
    queue_time = prev_time + 1
else",0,4,"if [TIME_VAR] > [LAST_VAR]:
    [START_VAR] = [LAST_VAR] + 1
else",schedule_branch_elif,21,elif
"if random.random() < 0.5:
    constraint_list.append(f""ML,{other},{value}"")
elif","if random.random() < 0.5:
    constraint_list.append(f""ML,{other},{value}"")
else",0,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_elif,10,elif
"if random.random() < 0.5:
    constraint_list.append(f""ML,{neighbor},{value}"")
else","if random.random() < 0.5:
    constraint_list.append(f""ML,{neighbor},{value}"")
elif",1,14,"if random.random() < 0.5:
    [OUT_VAR].append(f""ML,{[PEER_VAR]},{[ELEMENT_VAR]}"")
else",random_split_else,26,else
"if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, branch)
    else","if isinstance(left, (list, tuple)):
    if isinstance(target_obj, (list, tuple)):
        compare_objects(left[0], target_obj[0], key, branch)
    elif",1,12,"if isinstance([LEFT_VAR], (list, tuple)):
    if isinstance([RIGHT_VAR], (list, tuple)):
        compare_objects([LEFT_VAR][0], [RIGHT_VAR][0], [NAME_VAR], [PATH_VAR])
    else",compare_objects_else,39,else
"if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = pos_dir
else","if program_dir == 0:
    program_dir = neg_dir
elif program_dir == 1:
    program_dir = pos_dir
elif",1,3,"if [DIR_VAR] == 0:
    [DIR_VAR] = [NEG_VAR]
elif [DIR_VAR] == 1:
    [DIR_VAR] = [POS_VAR]
else",program_dir_chain_else,36,else
"if arr[y][col] == self.C[0]:
    arr[y][col] = 1
else","if arr[y][col] == self.C[0]:
    arr[y][col] = 1
elif",1,13,"if [BOARD_VAR][[ROW_VAR]][[COL_VAR]] == [OFF_VAR]:
    [BOARD_VAR][[ROW_VAR]][[COL_VAR]] = 1
else",cell_toggle_else,5,else
"if strategy == 'bfs':
    return bfs(start, visited, goal_test, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, outgoing)
elif","if strategy == 'bfs':
    return bfs(start, visited, goal_test, outgoing)
elif strategy == 'dfs':
    return dfs(start, visited, goal_test, outgoing)
else",0,5,"if [STRATEGY_VAR] == 'bfs':
    return bfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
elif [STRATEGY_VAR] == 'dfs':
    return dfs([START_VAR], [VISITED_VAR], [GOAL_VAR], [NEXT_VAR])
else",strategy_branch_elif,3,elif
"if data[index] < value:
    best_idx = index
    start = index + 1
elif","if data[index] < value:
    best_idx = index
    start = index + 1
else",0,10,"if [DATA_VAR][[INDEX_VAR]] < [VALUE_VAR]:
    [RESULT_VAR] = [INDEX_VAR]
    [LOW_VAR] = [INDEX_VAR] + 1
else",binary_search_elif,9,elif
"if label_counts[node.topic] >= target_size:
    spill_nodes.append(node)
else","if label_counts[node.topic] >= target_size:
    spill_nodes.append(node)
elif",1,2,"if [COUNT_MAP][[NODE_VAR].topic] >= [TARGET_VAR]:
    [REDIST_LIST].append([NODE_VAR])
else",append_guard_else,16,else
"if end is None:
    finish = (self.num_rows-1, self.num_cols-1)
elif","if end is None:
    finish = (self.num_rows-1, self.num_cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,25,elif
"if isl_constraint.is_equality():
    return check_expr == -coefficients['1']
elif","if isl_constraint.is_equality():
    return check_expr == -coefficients['1']
else",0,6,"if [CONSTRAINT_VAR].is_equality():
    return [Z3_VAR] == -[COEFF_VAR]['1']
else",equality_case_elif,32,elif
"if end is None:
    goal = (self.num_rows-1, cols-1)
elif","if end is None:
    goal = (self.num_rows-1, cols-1)
else",0,15,"if [END_VAR] is None:
    [GOAL_VAR] = ([ROWS_VAR]-1, [COLS_VAR]-1)
else",none_default_elif,1,elif
"if root_id not in family_stats:
    family_stats[root_id] = (zone, hit_count)
else","if root_id not in family_stats:
    family_stats[root_id] = (zone, hit_count)
elif",1,7,"if [ROOT_VAR] not in [STATS_VAR]:
    [STATS_VAR][[ROOT_VAR]] = ([AREA_VAR], [COUNT_VAR])
else",stats_update_else,14,else
